fromNode	toNode	weight	direction	fromAltName	toAltName
C0J0F5	A8YF09	0.0477864454026058	undirected	NA	NA
C0J0F5	A0A1E4QJN1	0.0299050353678462	undirected	NA	NA
C0J0F5	A0A0A1VYZ3	0.0201033060055126	undirected	NA	NA
C0J0F5	A8YND9	0.0516354198419089	undirected	NA	NA
C0J0F5	A0A1X9LF01	0.044712003500351	undirected	NA	NA
C0J0F5	A0A1X9LN83	0.06149111289303	undirected	NA	NA
C0J0F5	A8YIU9	0.0497262881801229	undirected	NA	NA
C0J0F5	A8YJE2	0.0387154953423109	undirected	NA	NA
C0J0F5	A0A1E4Q8K8	0.0507918535155448	undirected	NA	NA
C0J0F5	A0A2H6L275	0.136982056091603	undirected	NA	NA
C0J0F5	A0A0A1W0C9	0.136421107862477	undirected	NA	NA
C0J0F5	A8YEQ3	0.0430705826730298	undirected	NA	NA
C0J0F5	A8YJ09	0.0352344630982306	undirected	NA	NA
C0J0F5	A8YN79	0.131928919345247	undirected	NA	NA
C0J0F5	A0A1V4BMS1	0.0750806929275687	undirected	NA	NA
C0J0F5	A0A1E4Q9F1	0.0234903538685814	undirected	NA	NA
C0J0F5	I4GAT4	0.0594168954459414	undirected	NA	NA
C0J0F5	A8YCB9	0.0465269682642142	undirected	NA	NA
C0J0F5	L7E8X2	0.070731967838765	undirected	NA	NA
C0J0F5	A0A1V4BYE7	0.0304578137465361	undirected	NA	NA
C0J0F5	A0A1V4BP91	0.115119529134715	undirected	NA	NA
C0J0F5	A0A2H6BRR8	0.0340895069545302	undirected	NA	NA
C0J0F5	A0A2H6L0L6	0.049540107297284	undirected	NA	NA
C0J0F5	A8YBR7	0.0733933550166542	undirected	NA	NA
A8YDP1	A8YF09	0.0339885798662175	undirected	NA	NA
A8YDP1	A0A0A1VYZ3	0.112672295621217	undirected	NA	NA
A8YDP1	L8NQS2	0.0322926768770567	undirected	NA	NA
A8YDP1	A8YE57	0.0275455514150464	undirected	NA	NA
A8YDP1	A0A1X9L7V0	0.0364941084787613	undirected	NA	NA
A8YDP1	A8YHK4	0.0310129072172191	undirected	NA	NA
A8YDP1	A0A1X9L5J2	0.0319204616581449	undirected	NA	NA
A8YDP1	L8NMT2	0.0229096092798828	undirected	NA	NA
A8YDP1	A8YND9	0.0554077082916147	undirected	NA	NA
A8YDP1	A8YE81	0.0277279932333317	undirected	NA	NA
A8YDP1	A0A1X9LBM1	0.0822517424778464	undirected	NA	NA
A8YDP1	A0A1X9LN83	0.0568144979713461	undirected	NA	NA
A8YDP1	A8YIU9	0.0689659750650899	undirected	NA	NA
A8YDP1	A0A0F6U434	0.0635085713037251	undirected	NA	NA
A8YDP1	A8YJE2	0.050328190923672	undirected	NA	NA
A8YDP1	A8YI64	0.0335025912195304	undirected	NA	NA
A8YDP1	A0A2H6L6L4	0.0847045755372309	undirected	NA	NA
A8YDP1	A0A1E4Q8K8	0.023284923923139	undirected	NA	NA
A8YDP1	A0A2H6L275	0.0291534102637215	undirected	NA	NA
A8YDP1	A8YEQ3	0.0382890747296149	undirected	NA	NA
A8YDP1	S3JD50	0.0437238717070219	undirected	NA	NA
A8YDP1	A8YJ09	0.0670818471303461	undirected	NA	NA
A8YDP1	A8YN79	0.0277152218157435	undirected	NA	NA
A8YDP1	A8YHT7	0.0333523634952314	undirected	NA	NA
A8YDP1	A0A1V4BMS1	0.0409479387196048	undirected	NA	NA
A8YDP1	I4GAT4	0.0314829048108978	undirected	NA	NA
A8YDP1	L8P3Q9	0.033868551208133	undirected	NA	NA
A8YDP1	A8YKC0	0.0235290153007916	undirected	NA	NA
A8YDP1	A0A1V4BYE7	0.0782454249491177	undirected	NA	NA
A8YDP1	A0A1V4BP91	0.116869482108538	undirected	NA	NA
A8YDP1	A0A139GMK7	0.0385214079492958	undirected	NA	NA
A8YDP1	A0A1X9LB73	0.0247768772048942	undirected	NA	NA
A8YDP1	A0A0F6U3V5	0.02428874099383	undirected	NA	NA
A8YDP1	A0A2H6L0L6	0.02974776307341	undirected	NA	NA
I4GIB2	A8YF09	0.0243409254408101	undirected	NA	NA
I4GIB2	A0A1E4QJN1	0.0561454561511644	undirected	NA	NA
I4GIB2	L8NTV6	0.0532827373207434	undirected	NA	NA
I4GIB2	A0A1X9LE82	0.026956907891222	undirected	NA	NA
I4GIB2	A8YEI1	0.0312897277158883	undirected	NA	NA
I4GIB2	I4HFL0	0.083901226571641	undirected	NA	NA
I4GIB2	A0A2H6L275	0.0614162867196162	undirected	NA	NA
I4GIB2	A0A2H6BU97	0.0305539322574876	undirected	NA	NA
I4GIB2	A0A0A1W0C9	0.073198682854125	undirected	NA	NA
I4GIB2	A8YN79	0.0572418482276428	undirected	NA	NA
I4GIB2	A0A1E4Q9F1	0.0417168584956818	undirected	NA	NA
I4GIB2	I4GAT4	0.0562620533501039	undirected	NA	NA
I4GIB2	A0A1V4BP91	0.0279299934862182	undirected	NA	NA
I4GIB2	A0A2H6BRR8	0.0473450887166109	undirected	NA	NA
I4GIB2	A0A2H6L0L6	0.0226776924348939	undirected	NA	NA
I4GIB2	A8YBR7	0.0968349201494299	undirected	NA	NA
A8YDS0	A8YB49	0.0538688137546458	undirected	NA	NA
A8YDS0	A0A1X9L5J2	0.0325484762790195	undirected	NA	NA
A8YDS0	A0A1X9LF01	0.0200175152645615	undirected	NA	NA
A8YDS0	A0A1X9LBM1	0.0241875731207382	undirected	NA	NA
A8YDS0	A8YJE2	0.0318324611051577	undirected	NA	NA
A8YDS0	A8YI64	0.026592046997656	undirected	NA	NA
A8YDS0	A0A1E4Q8K8	0.0345385264092857	undirected	NA	NA
A8YDS0	A0A2H6L275	0.0549968562936953	undirected	NA	NA
A8YDS0	A8YEQ3	0.0226619063153806	undirected	NA	NA
A8YDS0	S3JD50	0.0352370677545439	undirected	NA	NA
A8YDS0	A8YN79	0.0528027934110186	undirected	NA	NA
A8YDS0	A0A1V4BMS1	0.0271259090701333	undirected	NA	NA
A8YDS0	I4GAT4	0.0490132740893111	undirected	NA	NA
A8YDS0	A8YCB9	0.0512498330513251	undirected	NA	NA
A8YDS0	L7E8X2	0.0231108829641481	undirected	NA	NA
A8YDS0	A0A1X9LB73	0.0397611823008804	undirected	NA	NA
A8YDS0	A0A2H6L0L6	0.0513032632517047	undirected	NA	NA
A8YDS0	A8YBR7	0.0737028310639405	undirected	NA	NA
A8YF09	A0A1E4QJN1	0.0801075074276246	undirected	NA	NA
A8YF09	A0A0A1VYZ3	0.0514312253058964	undirected	NA	NA
A8YF09	L8NTV6	0.0242765609772097	undirected	NA	NA
A8YF09	A8YE57	0.0277782812984682	undirected	NA	NA
A8YF09	A0A1X9L7V0	0.0391998381935081	undirected	NA	NA
A8YF09	A8YHK4	0.0552010332649474	undirected	NA	NA
A8YF09	L8NMT2	0.0303801088624342	undirected	NA	NA
A8YF09	A8YND9	0.0220641621263908	undirected	NA	NA
A8YF09	A0A1X9LE82	0.0256265759581291	undirected	NA	NA
A8YF09	A8YE81	0.031504218964512	undirected	NA	NA
A8YF09	A0A1X9LBM1	0.0335320916679054	undirected	NA	NA
A8YF09	A0A1X9LN83	0.094513268221728	undirected	NA	NA
A8YF09	I4HFL0	0.0690118501282446	undirected	NA	NA
A8YF09	A8YIU9	0.0505406484108526	undirected	NA	NA
A8YF09	A0A0F6U434	0.0580433649288332	undirected	NA	NA
A8YF09	A8YJE2	0.0371211540213684	undirected	NA	NA
A8YF09	A8YI64	0.0285925110173625	undirected	NA	NA
A8YF09	A0A1E4Q8K8	0.0632047706838545	undirected	NA	NA
A8YF09	A0A2H6L275	0.120922425050311	undirected	NA	NA
A8YF09	A0A0A1W0C9	0.0803743315120568	undirected	NA	NA
A8YF09	A8YEQ3	0.0422173149305629	undirected	NA	NA
A8YF09	A8YJ09	0.0277822995029762	undirected	NA	NA
A8YF09	A8YN79	0.0780279165039107	undirected	NA	NA
A8YF09	A0A1V4BMS1	0.0765807087555931	undirected	NA	NA
A8YF09	A0A1E4Q9F1	0.0632834501589989	undirected	NA	NA
A8YF09	I4GAT4	0.0832577711069745	undirected	NA	NA
A8YF09	L8P3Q9	0.0235687117176676	undirected	NA	NA
A8YF09	A8YCB9	0.0260831944014685	undirected	NA	NA
A8YF09	A0A1V4BYE7	0.0526774547200156	undirected	NA	NA
A8YF09	A0A1V4BP91	0.128003295268773	undirected	NA	NA
A8YF09	A0A139GMK7	0.0225513686925589	undirected	NA	NA
A8YF09	A0A1X9LB73	0.0234808101506354	undirected	NA	NA
A8YF09	A0A2H6BRR8	0.0401398343577478	undirected	NA	NA
A8YF09	A0A0F6U3V5	0.0240236188882591	undirected	NA	NA
A8YF09	A0A2H6L0L6	0.0632741167276747	undirected	NA	NA
A8YF09	A8YBR7	0.0715165367698271	undirected	NA	NA
A0A1E4QJN1	A0A0A1VYZ3	0.0244834322337496	undirected	NA	NA
A0A1E4QJN1	L8NTV6	0.0463064781252521	undirected	NA	NA
A0A1E4QJN1	A8YE57	0.028801118694125	undirected	NA	NA
A0A1E4QJN1	A0A1X9L7V0	0.0319964356255724	undirected	NA	NA
A0A1E4QJN1	A8YEI1	0.0222411173156992	undirected	NA	NA
A0A1E4QJN1	A0A1X9LN83	0.0397542300214765	undirected	NA	NA
A0A1E4QJN1	I4HFL0	0.0770106662048762	undirected	NA	NA
A0A1E4QJN1	A0A0F6U434	0.0322032472964898	undirected	NA	NA
A0A1E4QJN1	A0A0A1VRZ6	0.0234333151124966	undirected	NA	NA
A0A1E4QJN1	A0A1E4Q8K8	0.0325117247667668	undirected	NA	NA
A0A1E4QJN1	A0A2H6L275	0.0889841407435759	undirected	NA	NA
A0A1E4QJN1	A0A2H6BU97	0.0274529308152851	undirected	NA	NA
A0A1E4QJN1	A0A0A1W0C9	0.0726908842699241	undirected	NA	NA
A0A1E4QJN1	A8YEQ3	0.0350449734829548	undirected	NA	NA
A0A1E4QJN1	A8YN79	0.0705799306560508	undirected	NA	NA
A0A1E4QJN1	A0A1V4BMS1	0.0449982420720603	undirected	NA	NA
A0A1E4QJN1	A0A1E4Q9F1	0.0525241745059762	undirected	NA	NA
A0A1E4QJN1	I4GAT4	0.0772787451561681	undirected	NA	NA
A0A1E4QJN1	A0A1V4BYE7	0.0249676461506368	undirected	NA	NA
A0A1E4QJN1	A0A1V4BP91	0.0905260607748634	undirected	NA	NA
A0A1E4QJN1	A0A139GMK7	0.0248178186921735	undirected	NA	NA
A0A1E4QJN1	A0A2H6BRR8	0.0477795673927457	undirected	NA	NA
A0A1E4QJN1	A0A2H6L0L6	0.0368823267006123	undirected	NA	NA
A0A1E4QJN1	A8YBR7	0.0778507747618664	undirected	NA	NA
A0A0A1VYZ3	L8NQS2	0.0345097324029488	undirected	NA	NA
A0A0A1VYZ3	A8YE57	0.0550995902604391	undirected	NA	NA
A0A0A1VYZ3	A0A1X9L7V0	0.0575624536328786	undirected	NA	NA
A0A0A1VYZ3	A8YHK4	0.0687691462387804	undirected	NA	NA
A0A0A1VYZ3	A0A1X9L5J2	0.0521104743878279	undirected	NA	NA
A0A0A1VYZ3	L8NMT2	0.0451318185428999	undirected	NA	NA
