fromNode	toNode	weight	direction	fromAltName	toAltName
A0A0F6RNQ0	A8YNA3	0.0262623802892115	undirected	NA	NA
A0A0F6RNQ0	A8YEM2	0.0567355885530578	undirected	NA	NA
A0A0F6RNQ0	L7E5Z6	0.0426226672247946	undirected	NA	NA
A0A0F6RNQ0	A0A1E4QJP1	0.0750007328886995	undirected	NA	NA
A0A0F6RNQ0	A8YBB3	0.0400820374164389	undirected	NA	NA
A0A0F6RNQ0	A8YJU1	0.0934525710447335	undirected	NA	NA
A0A0F6RNQ0	A0A1X9L4S4	0.117732860502552	undirected	NA	NA
A0A0F6RNQ0	A0A0A1VZF6	0.0672929056627201	undirected	NA	NA
A0A0F6RNQ0	A0A0F6RJE3	0.121392246241951	undirected	NA	NA
A0A0F6RNQ0	A8YFD8	0.152200392983779	undirected	NA	NA
A0A0F6RNQ0	A0A1V4BL58	0.0783985470001559	undirected	NA	NA
A0A0F6RNQ0	A8YIW3	0.0580772498561023	undirected	NA	NA
A0A0F6RNQ0	A8YLP2	0.10979651225247	undirected	NA	NA
A0A0F6RNQ0	B0JI02	0.135336038513005	undirected	NA	NA
A0A0F6RNQ0	I4IRH3	0.156872237744623	undirected	NA	NA
A0A0F6RNQ0	A0A0F6RJ33	0.0414582917000048	undirected	NA	NA
A0A0F6RNQ0	I4H5W6	0.053246491322502	undirected	NA	NA
A0A0F6RNQ0	A0A1X9LD75	0.178063286866744	undirected	NA	NA
A0A0F6RNQ0	A8YEZ8	0.124127831289393	undirected	NA	NA
A0A0F6RNQ0	A8YKU3	0.0248937411327511	undirected	NA	NA
A0A0F6RNQ0	B0JY39	0.0509378325679544	undirected	NA	NA
A0A0F6RNQ0	A8YDQ8	0.124869712649242	undirected	NA	NA
A0A0F6RNQ0	A8YIX6	0.0412167043202367	undirected	NA	NA
A0A0F6RNQ0	A0A0F6RME6	0.109118217164599	undirected	NA	NA
A0A0F6RNQ0	A8YCU7	0.0442205368774947	undirected	NA	NA
A0A0F6RNQ0	A8YLF8	0.024082729795946	undirected	NA	NA
A0A0F6RNQ0	A8YCE5	0.0645617958771084	undirected	NA	NA
A0A0F6RNQ0	A8YKU9	0.0724094830136349	undirected	NA	NA
A0A0F6RNQ0	L7E7H6	0.141237987691638	undirected	NA	NA
A0A0F6RNQ0	A8YML6	0.117006170999361	undirected	NA	NA
A0A0F6RNQ0	A8YMD6	0.0943686201534079	undirected	NA	NA
A0A0F6RNQ0	A0A1X9LCM0	0.158515210325115	undirected	NA	NA
A0A0F6RNQ0	I4GWW9	0.0909328698952045	undirected	NA	NA
A0A0F6RNQ0	A8YKB2	0.132860267574417	undirected	NA	NA
A0A0F6RNQ0	S3JH09	0.0245506402710584	undirected	NA	NA
A0A0F6RNQ0	A0A1X9L0X0	0.0636064823815567	undirected	NA	NA
A0A0F6RNQ0	A8YIV8	0.0640841644524874	undirected	NA	NA
A0A0F6RNQ0	A8YHQ4	0.16407833697918	undirected	NA	NA
A0A0F6RNQ0	A0A0F6U610	0.0416706289105151	undirected	NA	NA
A0A0F6RNQ0	A0A2H6LA67	0.0919852769956581	undirected	NA	NA
A0A0F6RNQ0	A8YIK6	0.107706926146058	undirected	NA	NA
A0A0F6RNQ0	I4G0N4	0.113863289038455	undirected	NA	NA
A0A0F6RNQ0	A8YI20	0.0782404412172921	undirected	NA	NA
A0A0F6RNQ0	A0A0A1W0B5	0.0919991162048846	undirected	NA	NA
A0A0F6RNQ0	A0A0A1VX20	0.0279360425698902	undirected	NA	NA
A0A0F6RNQ0	L8P0B1	0.125254465242805	undirected	NA	NA
A0A0F6RNQ0	A8YE04	0.0924373111032719	undirected	NA	NA
A0A0F6RNQ0	A0A1X9LF20	0.0342310403100984	undirected	NA	NA
A0A0F6RNQ0	A8YE22	0.0335194367231689	undirected	NA	NA
A0A0F6RNQ0	A8YLR3	0.0727997740358655	undirected	NA	NA
A0A0F6RNQ0	A8Y9X7	0.0296219219769798	undirected	NA	NA
A0A0F6RNQ0	A0A0A1VYA9	0.14959518697622	undirected	NA	NA
A0A0F6RNQ0	A8YF18	0.0611014663274143	undirected	NA	NA
A0A0F6RNQ0	A8YJ61	0.117669534603316	undirected	NA	NA
A0A0F6RNQ0	A8YAY2	0.0319779458679579	undirected	NA	NA
A0A0F6RNQ0	L8P2E6	0.093724019580762	undirected	NA	NA
A0A0F6RNQ0	A0A1V4BQE9	0.12300646473885	undirected	NA	NA
A0A0F6RNQ0	L8NNR5	0.0592722303008377	undirected	NA	NA
A0A0F6RNQ0	A8YJA6	0.0722673363358236	undirected	NA	NA
A0A0F6RNQ0	A8YDX4	0.0378728847152484	undirected	NA	NA
A0A0F6RNQ0	A8YCS8	0.0807434067613539	undirected	NA	NA
A0A0F6RNQ0	A8YJ48	0.0360328737552399	undirected	NA	NA
A0A0F6RNQ0	A8YIC3	0.0740691629605227	undirected	NA	NA
A0A0F6RNQ0	A0A2H6BME8	0.103338348618612	undirected	NA	NA
A0A0F6RNQ0	A8YNI4	0.155698355620208	undirected	NA	NA
A0A0F6RNQ0	A0A2H6BQ13	0.144473444267337	undirected	NA	NA
A0A0F6RNQ0	A8YMV8	0.0849468838592929	undirected	NA	NA
A0A0F6RNQ0	A8YGZ8	0.0522571510278777	undirected	NA	NA
A0A0F6RNQ0	A8YJH1	0.0897493654483243	undirected	NA	NA
A0A0F6RNQ0	A0A139GS92	0.0712789640210895	undirected	NA	NA
A0A0F6RNQ0	A0A1E4QFV3	0.0468696904638998	undirected	NA	NA
A0A0F6RNQ0	A8YEW6	0.13178322557344	undirected	NA	NA
A0A0F6RNQ0	A8YJD3	0.096175979331643	undirected	NA	NA
A0A0F6RNQ0	A8YKB8	0.0706577492824296	undirected	NA	NA
A0A0F6RNQ0	A8YG23	0.0718842931525507	undirected	NA	NA
A0A0F6RNQ0	A8YBS1	0.0785747700540664	undirected	NA	NA
A0A0F6RNQ0	B0JWV1	0.286043778903379	undirected	NA	NA
A0A0F6RNQ0	L8NSG5	0.120195817787603	undirected	NA	NA
A0A0F6RNQ0	A0A139GJY2	0.0347972989015729	undirected	NA	NA
A0A0F6RNQ0	A0A1X9L8N0	0.16780544917602	undirected	NA	NA
A0A0F6RNQ0	A8YLT5	0.0709213753310096	undirected	NA	NA
A0A0F6RNQ0	A0A2H6L1K9	0.0954196547125143	undirected	NA	NA
A0A0F6RNQ0	A8YF16	0.153739003762561	undirected	NA	NA
A0A0F6RNQ0	A8YJ68	0.0380301329050278	undirected	NA	NA
A0A0F6RNQ0	A0A2H6BQZ9	0.0265452375296963	undirected	NA	NA
A0A0F6RNQ0	A8YAB4	0.123444686624149	undirected	NA	NA
A0A0F6RNQ0	A0A2H6L7R1	0.0517245237185259	undirected	NA	NA
A0A0F6RNQ0	A8YCV5	0.131663362143102	undirected	NA	NA
A0A0F6RNQ0	A0A1X9L990	0.0445016121771966	undirected	NA	NA
A0A0F6RNQ0	A8YHS1	0.0430474958703392	undirected	NA	NA
A0A0F6RNQ0	A0A1E4QC82	0.076236090894955	undirected	NA	NA
A0A0F6RNQ0	A8YDS7	0.0704150077677741	undirected	NA	NA
A0A0F6RNQ0	A8YAQ2	0.0802564425108002	undirected	NA	NA
A0A0F6RNQ0	A0A2H6KZU0	0.0850887992918977	undirected	NA	NA
A0A0F6RNQ0	A0A1V4BN59	0.131420159761482	undirected	NA	NA
A0A0F6RNQ0	S3JIF8	0.0607911291162954	undirected	NA	NA
A0A0F6RNQ0	A8YKK7	0.0241744527892729	undirected	NA	NA
A0A0F6RNQ0	A8YMP2	0.0977261397187142	undirected	NA	NA
A0A0F6RNQ0	A8YKZ8	0.113943818493768	undirected	NA	NA
A0A0F6RNQ0	A0A2H6L6Z7	0.0308562559952049	undirected	NA	NA
A0A0F6RNQ0	A8YNA9	0.127303016333786	undirected	NA	NA
A0A0F6RNQ0	A0A0A1VUF5	0.160497264233234	undirected	NA	NA
A0A0F6RNQ0	A0A2H6L0Z2	0.162618116171003	undirected	NA	NA
A0A0F6RNQ0	A0A1X9LK74	0.025199316538561	undirected	NA	NA
A0A0F6RNQ0	A8YK77	0.126783360944465	undirected	NA	NA
A0A0F6RNQ0	A0A1E4Q8N1	0.0786331417399536	undirected	NA	NA
A0A0F6RNQ0	A0A1X9L562	0.0496601701136534	undirected	NA	NA
A0A0F6RNQ0	A8YMK1	0.0926441648505561	undirected	NA	NA
A0A0F6RNQ0	A0A1X9L374	0.0910664180152099	undirected	NA	NA
A0A0F6RNQ0	A0A1X9LCK4	0.0290572177028947	undirected	NA	NA
A0A0F6RNQ0	A8YNM8	0.0235607410680717	undirected	NA	NA
A0A0F6RNQ0	A8YKK4	0.0849975454384898	undirected	NA	NA
A0A0F6RNQ0	A0A1X9LAA8	0.0320258563664313	undirected	NA	NA
A0A0F6RNQ0	I4HDG8	0.027584965361766	undirected	NA	NA
A0A0F6RNQ0	L8NW21	0.140459803003493	undirected	NA	NA
A0A0F6RNQ0	A0A1E4QLV7	0.0430274638535558	undirected	NA	NA
A0A0F6RNQ0	A0A0F6RL74	0.0559157185531195	undirected	NA	NA
A0A0F6RNQ0	A0A1X9L4Y4	0.0853542465101458	undirected	NA	NA
A0A0F6RNQ0	L8NLZ5	0.0768323805668002	undirected	NA	NA
A0A0F6RNQ0	A8YJT7	0.0912993733976618	undirected	NA	NA
A0A0F6RNQ0	A0A2H6L8A9	0.0474744035056294	undirected	NA	NA
A0A0F6RNQ0	A8YAT9	0.0407207957023161	undirected	NA	NA
A0A0F6RNQ0	A8YF63	0.0209065943633347	undirected	NA	NA
A0A0F6RNQ0	L8NXY9	0.053394802704309	undirected	NA	NA
A0A0F6RNQ0	A0A139GKI0	0.0876545665181373	undirected	NA	NA
A0A0F6RNQ0	A0A0A1VY56	0.0282624970401551	undirected	NA	NA
A0A0F6RNQ0	I4FHL5	0.0568548373164037	undirected	NA	NA
A0A0F6RNQ0	I4H5M4	0.0487208660022694	undirected	NA	NA
A0A0F6RNQ0	A8YGM1	0.0990741551756072	undirected	NA	NA
A0A0F6RNQ0	L8NL02	0.0804713166651444	undirected	NA	NA
A0A0F6RNQ0	A8YL67	0.146288603507733	undirected	NA	NA
A0A0F6RNQ0	A8YJH3	0.059838805972876	undirected	NA	NA
A0A0F6RNQ0	A8YMW2	0.0230406949229204	undirected	NA	NA
A0A0F6RNQ0	A0A0F6RN76	0.0697236404857125	undirected	NA	NA
A0A0F6RNQ0	A0A1X9LNY0	0.114465397382642	undirected	NA	NA
