fromNode	toNode	weight	direction	fromAltName	toAltName
A0A1X9L3T5	I4FQI0	0.0819102424941193	undirected	NA	NA
A0A1X9L3T5	A8YJ05	0.0208199676832159	undirected	NA	NA
A0A1X9L3T5	A0A2H6L9K7	0.249630286006798	undirected	NA	NA
A0A1X9L3T5	I4HNZ9	0.0246976660945902	undirected	NA	NA
A0A1X9L3T5	B0JTE4	0.020874022088655	undirected	NA	NA
A0A1X9L3T5	A0A0A1VZE5	0.067942246759939	undirected	NA	NA
A0A1X9L3T5	I4G5L6	0.171624858050721	undirected	NA	NA
A0A1X9L3T5	A8YFZ5	0.0947491910374569	undirected	NA	NA
A0A1X9L3T5	A8YES5	0.150424760232931	undirected	NA	NA
A0A1X9L3T5	B0JV10	0.0422551052868726	undirected	NA	NA
A0A1X9L3T5	A8YBW8	0.0246077737882955	undirected	NA	NA
A0A1X9L3T5	A0A0F6U7J3	0.0918873138340618	undirected	NA	NA
A0A1X9L3T5	A0A0A1VPK0	0.0339811635925966	undirected	NA	NA
A0A1X9L3T5	A8YH34	0.0826686683053038	undirected	NA	NA
A0A1X9L3T5	A8YE58	0.0625535377883707	undirected	NA	NA
A0A1X9L3T5	A8YL34	0.0393057256370935	undirected	NA	NA
A0A1X9L3T5	A0A2H6BP38	0.0339668978410066	undirected	NA	NA
A0A1X9L3T5	I4G9I3	0.136057586575267	undirected	NA	NA
A0A1X9L3T5	I4FI46	0.0334361570064981	undirected	NA	NA
A0A1X9L3T5	A0A1E4QEV7	0.186588782227496	undirected	NA	NA
A0A1X9L3T5	A8YK70	0.0226258225813949	undirected	NA	NA
A0A1X9L3T5	A0A2H6BXQ2	0.118835534166577	undirected	NA	NA
A0A1X9L3T5	A8YAC3	0.0641344601668726	undirected	NA	NA
A0A1X9L3T5	I4HBN6	0.0529406640458077	undirected	NA	NA
A0A1X9L3T5	A8YHY6	0.108182904927948	undirected	NA	NA
A0A1X9L3T5	A8YIR0	0.0492146470752943	undirected	NA	NA
A0A1X9L3T5	A0A0A1VWW0	0.0356587236729248	undirected	NA	NA
A0A1X9L3T5	A0A1X9L7Z2	0.0478525080667073	undirected	NA	NA
A0A1X9L3T5	A0A1E4Q715	0.0347246325028217	undirected	NA	NA
